Case;event;time;case Spend area text
17453;1;20.11.2018-10:44:00;9
17453;1;20.11.2018-10:45:00;9
17453;1;20.11.2018-10:50:00;9
17453;1;20.11.2018-10:54:00;9
17453;1;20.11.2018-11:02:00;9
17453;2;22.11.2018-11:33:00;9
17453;17;27.11.2018-09:13:00;9
17453;1;27.11.2018-09:33:00;9
17453;1;27.11.2018-09:37:00;9
17453;1;27.11.2018-09:39:00;9
17453;1;27.11.2018-09:40:00;9
17453;2;07.12.2018-05:58:00;9
17453;3;10.01.2019-15:43:00;9
17454;0;02.11.2018-11:15:00;10
17454;1;21.11.2018-19:14:00;10
17454;2;28.11.2018-15:50:00;10
17454;9;06.12.2018-13:19:00;10
17455;0;25.07.2018-16:34:00;16
17455;21;25.07.2018-18:04:00;16
17455;1;15.08.2018-09:52:00;16
17455;2;18.09.2018-12:02:00;16
17455;3;26.10.2018-11:03:00;16
17456;0;04.09.2018-11:46:00;10
17456;1;18.09.2018-15:47:00;10
17456;2;20.09.2018-11:50:00;10
17456;9;25.09.2018-14:38:00;10
17456;3;10.01.2019-15:42:00;10
17457;0;20.02.2018-17:13:00;10
17457;14;23.02.2018-13:32:00;10
17457;1;06.03.2018-16:17:00;10
17457;2;20.06.2018-09:00:00;10
17457;9;25.06.2018-17:22:00;10
17457;3;28.06.2018-14:04:00;10
17458;0;15.03.2018-12:24:00;10
17458;1;04.04.2018-14:56:00;10
17458;2;13.04.2018-16:20:00;10
17458;3;24.05.2018-13:32:00;10
17459;0;06.02.2018-10:21:00;10
17459;1;27.02.2018-10:59:00;10
17459;2;01.03.2018-17:51:00;10
17459;9;15.03.2018-17:19:00;10
17459;3;24.05.2018-13:32:00;10
17460;0;29.06.2018-14:52:00;10
17460;1;14.08.2018-10:56:00;10
17460;2;14.08.2018-17:54:00;10
17460;9;27.09.2018-11:32:00;10
17460;3;26.10.2018-11:01:00;10
17461;0;23.04.2018-09:57:00;10
17461;2;07.05.2018-14:22:00;10
17461;1;08.05.2018-11:38:00;10
17461;3;06.09.2018-14:06:00;10
17462;0;11.06.2018-16:27:00;7
17462;1;14.06.2018-12:26:00;7
17462;2;15.06.2018-12:42:00;7
17462;3;05.07.2018-14:11:00;7
17463;0;04.07.2018-08:33:00;0
17463;1;10.07.2018-17:32:00;0
17463;2;16.07.2018-14:14:00;0
17463;3;26.07.2018-18:09:00;0
17464;0;23.05.2018-11:15:00;10
17464;17;31.05.2018-12:51:00;10
17464;1;05.06.2018-14:00:00;10
17464;2;06.06.2018-09:49:00;10
17464;3;04.10.2018-16:48:00;10
17465;0;09.03.2018-17:25:00;7
17465;2;12.04.2018-17:51:00;7
17465;3;09.05.2018-14:12:00;7
17466;0;26.04.2018-11:32:00;10
17466;1;04.05.2018-14:08:00;10
17466;2;11.05.2018-14:01:00;10
17466;3;28.06.2018-14:03:00;10
17467;15;10.07.2018-11:01:00;9
17468;28;02.09.2018-00:00:00;11
17468;0;05.09.2018-09:55:00;11
17468;17;17.09.2018-13:24:00;11
17468;1;17.09.2018-13:27:00;11
17469;0;07.06.2018-08:38:00;7
17469;1;07.09.2018-17:32:00;7
17469;2;12.09.2018-10:00:00;7
17469;3;08.11.2018-16:44:00;7
17470;0;05.04.2018-09:23:00;11
17470;1;26.04.2018-08:56:00;11
17471;0;26.03.2018-13:31:00;12
17471;17;27.03.2018-11:39:00;12
17471;1;16.04.2018-14:23:00;12
17471;2;17.04.2018-12:28:00;12
17471;3;28.06.2018-14:05:00;12
17472;0;30.11.2018-13:59:00;10
17472;1;16.01.2019-21:35:00;10
17473;0;22.08.2018-10:26:00;10
17473;21;22.08.2018-11:19:00;10
17473;15;05.09.2018-20:07:00;10
17474;0;09.07.2018-13:42:00;10
17474;14;10.07.2018-11:56:00;10
17474;1;01.08.2018-08:36:00;10
17474;2;15.08.2018-14:11:00;10
17474;9;24.08.2018-16:45:00;10
17474;3;06.09.2018-14:06:00;10
17475;0;30.04.2018-09:54:00;7
17475;2;11.07.2018-14:59:00;7
17475;9;17.07.2018-16:15:00;7
17475;3;26.07.2018-18:09:00;7
17476;28;04.09.2018-00:00:00;11
17476;0;04.09.2018-17:24:00;11
17476;21;04.09.2018-18:07:00;11
17476;1;13.09.2018-07:40:00;11
17476;2;09.10.2018-14:58:00;11
17476;3;29.11.2018-16:15:00;11
17477;1;13.11.2018-15:16:00;9
17477;2;05.12.2018-08:47:00;9
17478;0;29.01.2018-09:53:00;16
17478;1;12.02.2018-12:17:00;16
17478;2;08.03.2018-11:38:00;16
17478;9;12.03.2018-17:22:00;16
17478;3;15.03.2018-14:13:00;16
17478;7;20.12.2018-14:17:00;16
17479;0;18.05.2018-15:27:00;10
17479;1;05.06.2018-10:51:00;10
17479;2;20.06.2018-11:42:00;10
17479;3;26.07.2018-18:07:00;10
17480;0;04.05.2018-08:45:00;7
17480;1;08.05.2018-17:33:00;7
17480;2;15.05.2018-12:53:00;7
17480;3;31.05.2018-12:33:00;7
17481;0;22.02.2018-08:37:00;7
17481;1;27.02.2018-07:30:00;7
17481;2;14.03.2018-17:58:00;7
17481;3;05.04.2018-15:50:00;7
17482;0;14.09.2018-10:48:00;10
17482;21;14.09.2018-12:19:00;10
17482;1;11.10.2018-13:10:00;10
17482;2;17.10.2018-13:53:00;10
17482;9;21.12.2018-14:13:00;10
17482;3;03.01.2019-16:11:00;10
17483;0;15.05.2018-08:43:00;7
17483;1;16.05.2018-18:15:00;7
17483;2;22.05.2018-17:32:00;7
17483;3;07.06.2018-13:10:00;7
17484;0;17.07.2018-14:59:00;10
17484;1;31.07.2018-11:57:00;10
17484;2;07.09.2018-16:01:00;10
17484;3;11.10.2018-13:47:00;10
17485;0;12.02.2018-10:06:00;10
17485;1;27.02.2018-10:45:00;10
17485;2;27.02.2018-13:10:00;10
17485;9;20.03.2018-16:24:00;10
17485;3;05.04.2018-15:48:00;10
17486;28;18.10.2018-00:00:00;10
17486;0;18.10.2018-15:16:00;10
17486;1;07.11.2018-08:44:00;10
17486;2;13.11.2018-15:48:00;10
17487;0;12.04.2018-09:51:00;10
17487;21;12.04.2018-13:46:00;10
17487;1;16.04.2018-10:04:00;10
17487;2;18.04.2018-13:25:00;10
17487;3;26.07.2018-18:07:00;10
17488;0;01.05.2018-11:09:00;10
17488;1;09.05.2018-11:49:00;10
17488;2;14.05.2018-12:51:00;10
17488;9;15.05.2018-17:09:00;10
17488;3;30.08.2018-15:39:00;10
17489;0;02.07.2018-10:04:00;7
17489;1;06.07.2018-12:30:00;7
17489;2;30.08.2018-09:34:00;7
17489;3;28.09.2018-10:27:00;7
17490;0;05.02.2018-11:54:00;10
17490;2;19.02.2018-07:44:00;10
17490;1;20.02.2018-15:42:00;10
17490;3;07.06.2018-13:10:00;10
17491;0;15.01.2018-11:52:00;16
17491;21;15.01.2018-11:56:00;16
17491;1;29.01.2018-11:26:00;16
17491;2;05.02.2018-11:29:00;16
17491;9;15.02.2018-16:57:00;16
17491;3;29.03.2018-15:09:00;16
17492;0;19.03.2018-07:51:00;7
17492;1;22.03.2018-08:52:00;7
17492;2;26.03.2018-15:51:00;7
17492;3;26.04.2018-11:11:00;7
17493;28;12.10.2018-00:00:00;10
17493;0;12.10.2018-14:54:00;10
17493;1;06.11.2018-11:43:00;10
17493;2;07.12.2018-06:53:00;10
17494;0;22.02.2018-08:22:00;7
17494;1;27.02.2018-16:28:00;7
17494;2;21.03.2018-15:18:00;7
17494;3;26.04.2018-11:13:00;7
17495;0;12.03.2018-16:53:00;7
17495;24;12.03.2018-16:54:00;7
17495;2;28.09.2018-12:47:00;7
17495;3;04.10.2018-16:50:00;7
17496;28;05.10.2018-00:00:00;7
17496;0;05.10.2018-09:44:00;7
17496;1;16.10.2018-10:26:00;7
17496;1;16.10.2018-10:27:00;7
17496;1;16.10.2018-10:29:00;7
17496;1;16.10.2018-10:31:00;7
17496;1;16.10.2018-10:32:00;7
17496;1;16.10.2018-10:44:00;7
17496;1;16.10.2018-10:45:00;7
17496;2;16.10.2018-17:25:00;7
17496;3;18.10.2018-15:32:00;7
17496;7;23.10.2018-11:45:00;7
17496;3;26.10.2018-11:02:00;7
17496;2;13.11.2018-11:51:00;7
17496;3;29.11.2018-16:14:00;7
17497;0;24.08.2018-09:12:00;9
17497;17;28.09.2018-10:51:00;9
17497;14;01.10.2018-12:35:00;9
17497;1;02.10.2018-08:48:00;9
17497;2;23.11.2018-17:43:00;9
17497;9;28.11.2018-12:19:00;9
17498;0;23.02.2018-15:19:00;10
17498;1;12.03.2018-19:07:00;10
17498;2;14.03.2018-12:19:00;10
17498;9;19.03.2018-16:25:00;10
17498;3;05.07.2018-14:10:00;10
17499;0;22.10.2018-16:06:00;10
17499;1;09.11.2018-10:22:00;10
17499;2;14.11.2018-13:30:00;10
17500;0;07.06.2018-10:30:00;10
17500;21;07.06.2018-11:15:00;10
17500;15;07.06.2018-11:51:00;10
17501;0;18.06.2018-09:26:00;11
17501;1;21.06.2018-12:36:00;11
17502;0;18.04.2018-08:46:00;10
17502;1;24.05.2018-12:20:00;10
17502;1;05.06.2018-10:43:00;10
17502;2;20.06.2018-17:44:00;10
17502;3;05.07.2018-14:11:00;10
17503;0;22.01.2018-09:48:00;7
17503;1;22.01.2018-15:18:00;7
17503;2;09.03.2018-09:29:00;7
17503;3;29.03.2018-15:10:00;7
17504;0;18.04.2018-10:15:00;10
17504;1;07.05.2018-13:34:00;10
17504;2;07.05.2018-14:49:00;10
17504;3;06.09.2018-14:06:00;10
17505;0;28.03.2018-07:57:00;7
17505;1;06.04.2018-10:27:00;7
17505;2;02.05.2018-12:23:00;7
17505;3;24.05.2018-13:33:00;7
17506;21;04.05.2018-13:10:00;10
17506;1;10.05.2018-16:30:00;10
17506;3;30.08.2018-15:39:00;10
17507;0;09.07.2018-15:59:00;10
17507;1;20.07.2018-11:29:00;10
17507;2;17.08.2018-16:47:00;10
17507;3;26.10.2018-11:03:00;10
17508;21;10.01.2018-11:10:00;10
17508;1;16.01.2018-07:37:00;10
17508;2;16.01.2018-11:33:00;10
17508;3;26.04.2018-11:13:00;10
17509;0;22.10.2018-09:38:00;7
17509;2;02.11.2018-11:29:00;7
17509;3;29.11.2018-16:16:00;7
17510;0;14.02.2018-14:37:00;10
17510;17;15.02.2018-15:04:00;10
17510;17;01.03.2018-13:23:00;10
17510;1;01.03.2018-13:27:00;10
17510;2;05.03.2018-15:10:00;10
17510;3;24.05.2018-13:32:00;10
17511;0;15.08.2018-07:55:00;9
17511;1;16.08.2018-17:33:00;9
17511;2;14.09.2018-12:02:00;9
17511;3;04.10.2018-16:50:00;9
17512;0;02.01.2018-14:41:00;11
17512;1;17.01.2018-16:51:00;11
17513;0;19.06.2018-07:40:00;7
17513;8;22.06.2018-12:19:00;7
17513;2;06.07.2018-17:06:00;7
17513;9;20.11.2018-16:28:00;7
17513;3;22.11.2018-14:54:00;7
17514;0;27.11.2018-17:20:00;4
17514;1;28.11.2018-13:38:00;4
17514;2;07.12.2018-12:24:00;4
17515;0;26.09.2018-13:12:00;10
17515;1;15.10.2018-11:40:00;10
17515;2;29.10.2018-09:56:00;10
17516;0;13.07.2018-09:06:00;9
17516;1;18.07.2018-17:39:00;9
17516;2;24.08.2018-14:54:00;9
17516;7;11.09.2018-14:46:00;9
17516;3;11.09.2018-17:32:00;9
17516;2;13.09.2018-17:24:00;9
17516;3;20.09.2018-16:13:00;9
17517;0;04.02.2018-21:26:00;10
17517;2;19.04.2018-13:23:00;10
17517;9;25.04.2018-08:51:00;10
17517;3;26.04.2018-11:16:00;10
17518;21;20.06.2018-15:00:00;10
17518;1;20.07.2018-09:56:00;10
17518;2;24.07.2018-15:52:00;10
17518;9;27.09.2018-10:37:00;10
17518;3;28.09.2018-10:27:00;10
17519;0;14.05.2018-11:20:00;10
17519;1;29.05.2018-14:54:00;10
17519;2;25.06.2018-12:21:00;10
17519;3;05.07.2018-14:12:00;10
17520;0;23.05.2018-10:06:00;10
17520;1;08.06.2018-08:20:00;10
17520;2;11.06.2018-13:03:00;10
17520;9;15.06.2018-10:16:00;10
17520;3;04.10.2018-16:48:00;10
17521;0;23.04.2018-16:33:00;10
17521;2;08.05.2018-09:48:00;10
17521;3;28.06.2018-14:06:00;10
17522;0;07.06.2018-11:03:00;14
17522;2;07.08.2018-12:08:00;14
17522;3;30.08.2018-15:40:00;14
17523;0;27.03.2018-17:58:00;10
17523;2;17.04.2018-15:27:00;10
17523;3;28.06.2018-14:06:00;10
17524;0;09.01.2018-08:23:00;7
17524;2;11.01.2018-15:07:00;7
17524;1;12.01.2018-10:59:00;7
17524;9;12.01.2018-16:35:00;7
17524;3;08.03.2018-13:23:00;7
17525;0;09.05.2018-10:13:00;10
17525;21;09.05.2018-10:45:00;10
17525;1;14.05.2018-08:43:00;10
17525;2;16.05.2018-17:54:00;10
17525;3;26.07.2018-18:07:00;10
17526;0;14.02.2018-14:36:00;16
17526;1;23.02.2018-13:22:00;16
17527;0;22.02.2018-12:02:00;10
17527;1;12.03.2018-15:27:00;10
17527;3;28.06.2018-14:04:00;10
17528;21;23.03.2018-12:25:00;10
17528;1;29.03.2018-08:01:00;10
17528;2;29.03.2018-10:41:00;10
17528;3;28.06.2018-14:04:00;10
17529;0;08.08.2018-11:32:00;9
17530;0;12.01.2018-15:22:00;10
17530;1;18.01.2018-16:51:00;10
17530;1;25.01.2018-15:22:00;10
17531;0;28.11.2018-14:27:00;10
17531;17;29.11.2018-09:54:00;10
17531;1;07.12.2018-08:29:00;10
17531;2;07.01.2019-13:40:00;10
17532;0;11.12.2018-10:13:00;10
17532;1;04.01.2019-12:29:00;10
17532;2;16.01.2019-11:50:00;10
17533;0;23.10.2018-17:37:00;10
17533;1;07.11.2018-14:21:00;10
17533;2;14.11.2018-10:50:00;10
17533;9;20.11.2018-07:33:00;10
17534;0;22.01.2018-15:12:00;10
17534;17;21.02.2018-09:16:00;10
17534;1;30.05.2018-15:11:00;10
17534;2;23.08.2018-07:18:00;10
17534;3;23.08.2018-13:39:00;10
17534;2;20.12.2018-14:20:00;10
17535;0;13.12.2018-08:34:00;7
17536;28;22.10.2018-00:00:00;6
17536;0;07.11.2018-18:07:00;6
17536;15;12.12.2018-18:09:00;6
17537;0;23.05.2018-08:59:00;7
17537;1;31.05.2018-07:56:00;7
17537;2;13.07.2018-17:32:00;7
17537;3;26.07.2018-18:07:00;7
17538;0;17.07.2018-16:53:00;10
17538;1;06.08.2018-13:52:00;10
17538;2;11.09.2018-15:41:00;10
17538;3;08.11.2018-16:43:00;10
17539;0;16.04.2018-15:28:00;4
17539;24;16.04.2018-15:39:00;4
17539;2;18.04.2018-11:54:00;4
17540;0;13.03.2018-15:43:00;10
17540;2;10.04.2018-15:07:00;10
17540;3;28.06.2018-14:06:00;10
17541;0;17.05.2018-09:04:00;7
17541;1;18.05.2018-17:50:00;7
17541;2;21.06.2018-10:59:00;7
17541;3;05.07.2018-14:10:00;7
17542;0;06.08.2018-14:57:00;9
17542;14;06.08.2018-15:14:00;9
17542;1;07.08.2018-08:20:00;9
17542;3;04.10.2018-16:49:00;9
17543;0;21.08.2018-10:19:00;10
17543;1;29.08.2018-21:10:00;10
17543;2;04.09.2018-09:32:00;10
17543;3;29.11.2018-16:15:00;10
17544;28;03.10.2018-00:00:00;10
17544;0;03.10.2018-11:26:00;10
17544;21;03.10.2018-14:13:00;10
17544;1;18.10.2018-16:42:00;10
17544;2;02.11.2018-06:58:00;10
17544;3;29.11.2018-16:16:00;10
17545;0;16.01.2018-13:36:00;10
17545;1;30.01.2018-14:12:00;10
17545;2;01.02.2018-11:11:00;10
17545;9;21.02.2018-16:46:00;10
17545;3;09.05.2018-14:09:00;10
17546;0;22.03.2018-09:25:00;10
17546;1;12.04.2018-14:33:00;10
17546;17;12.04.2018-14:33:00;10
17546;2;16.04.2018-08:35:00;10
17546;9;16.04.2018-17:21:00;10
17546;3;07.06.2018-13:11:00;10
17547;0;22.05.2018-08:25:00;7
17547;14;22.05.2018-13:08:00;7
17547;14;22.05.2018-13:13:00;7
17547;1;25.05.2018-12:07:00;7
17547;2;29.05.2018-18:03:00;7
17547;3;26.07.2018-18:06:00;7
17548;0;29.06.2018-14:15:00;9
17548;1;04.07.2018-13:39:00;9
17548;14;10.07.2018-15:57:00;9
17548;2;13.07.2018-13:17:00;9
17548;9;16.07.2018-09:44:00;9
17548;3;14.08.2018-13:46:00;9
17549;0;07.05.2018-15:34:00;6
17549;1;07.06.2018-14:03:00;6
17549;2;21.06.2018-10:32:00;6
17549;14;11.09.2018-16:00:00;6
17549;3;13.09.2018-16:41:00;6
17550;0;09.04.2018-13:08:00;10
17550;2;23.05.2018-17:37:00;10
17550;1;24.05.2018-09:57:00;10
17550;9;24.05.2018-17:48:00;10
17550;3;05.07.2018-14:11:00;10
17551;0;01.11.2018-11:01:00;10
17551;21;05.11.2018-13:48:00;10
17551;1;15.11.2018-11:15:00;10
17551;2;07.01.2019-10:22:00;10
17552;0;13.11.2018-09:43:00;10
17552;1;21.11.2018-12:56:00;10
17552;2;27.11.2018-16:19:00;10
17553;0;18.07.2018-16:12:00;7
17553;1;07.11.2018-07:40:00;7
17554;0;12.01.2018-10:38:00;10
17554;1;25.01.2018-13:03:00;10
17554;9;05.02.2018-18:06:00;10
17554;3;22.02.2018-16:15:00;10
17555;1;31.05.2018-10:06:00;10
17555;2;08.06.2018-13:46:00;10
17555;3;30.08.2018-15:36:00;10
17556;0;11.07.2018-09:48:00;11
17556;21;12.07.2018-10:48:00;11
17556;14;23.07.2018-17:29:00;11
17556;1;06.08.2018-14:50:00;11
17556;2;07.09.2018-17:30:00;11
17556;3;26.10.2018-11:01:00;11
17557;28;09.09.2018-00:00:00;7
17557;0;10.09.2018-09:27:00;7
17557;1;12.09.2018-17:38:00;7
17557;2;26.09.2018-14:08:00;7
17557;3;08.11.2018-16:45:00;7
17558;0;31.01.2018-10:54:00;12
17558;1;21.02.2018-11:55:00;12
17559;0;16.04.2018-15:25:00;4
17559;24;16.04.2018-15:39:00;4
17559;2;18.04.2018-12:05:00;4
17560;0;18.05.2018-11:40:00;11
17560;1;19.06.2018-14:21:00;11
17560;2;27.06.2018-12:53:00;11
17560;3;30.08.2018-15:35:00;11
17561;21;26.10.2018-10:49:00;10
17561;1;31.10.2018-09:44:00;10
17561;2;02.11.2018-15:00:00;10
17562;0;13.07.2018-10:55:00;7
17562;2;10.08.2018-12:49:00;7
17562;3;04.10.2018-16:49:00;7
17563;28;02.10.2018-00:00:00;16
17563;0;02.10.2018-17:28:00;16
17563;1;08.11.2018-13:50:00;16
17563;2;23.11.2018-05:46:00;16
17564;21;29.06.2018-11:23:00;10
17564;1;04.07.2018-09:45:00;10
17564;2;07.07.2018-07:59:00;10
17564;3;26.10.2018-11:02:00;10
17565;0;08.03.2018-08:38:00;10
17565;1;26.04.2018-15:10:00;10
17565;2;27.06.2018-10:12:00;10
17565;9;29.06.2018-12:02:00;10
17565;3;05.07.2018-14:11:00;10
17566;0;27.08.2018-17:09:00;10
17566;1;12.09.2018-18:47:00;10
17566;2;14.09.2018-07:03:00;10
17566;3;10.01.2019-15:42:00;10
17567;0;30.03.2018-13:50:00;10
17567;1;17.04.2018-13:54:00;10
17567;2;23.04.2018-12:01:00;10
17567;3;24.05.2018-13:32:00;10
17568;0;19.12.2018-20:22:00;7
17569;0;02.03.2018-15:17:00;7
17569;6;13.03.2018-09:02:00;7
17569;7;17.03.2018-09:00:00;7
17569;3;09.05.2018-14:12:00;7
17570;0;17.04.2018-08:52:00;7
17570;1;23.04.2018-07:08:00;7
17570;2;09.05.2018-14:15:00;7
17570;3;07.06.2018-13:11:00;7
17571;0;26.04.2018-16:49:00;0
17571;1;16.05.2018-09:08:00;0
17571;2;18.06.2018-09:57:00;0
17571;3;28.06.2018-14:03:00;0
17572;0;21.08.2018-15:28:00;11
17572;1;06.09.2018-09:51:00;11
17572;2;28.09.2018-14:25:00;11
17572;3;29.11.2018-16:16:00;11
17573;0;12.07.2018-14:14:00;10
17573;1;22.08.2018-13:16:00;10
17573;2;22.08.2018-17:11:00;10
17573;9;27.09.2018-11:32:00;10
17573;3;26.10.2018-11:01:00;10
17574;0;06.06.2018-08:49:00;7
17574;1;13.06.2018-11:29:00;7
17574;2;13.07.2018-16:39:00;7
17574;3;26.07.2018-18:06:00;7
17575;0;20.06.2018-10:51:00;10
17575;21;20.06.2018-11:33:00;10
17575;1;27.06.2018-10:57:00;10
17575;2;07.07.2018-11:11:00;10
17575;3;06.09.2018-14:07:00;10
17576;0;20.09.2018-09:40:00;9
17576;2;08.10.2018-11:27:00;9
17576;3;26.10.2018-11:02:00;9
17577;0;26.06.2018-09:51:00;12
17577;1;11.07.2018-13:45:00;12
17578;0;27.06.2018-16:12:00;10
17578;1;30.07.2018-13:37:00;10
17578;2;09.08.2018-07:07:00;10
17578;9;27.09.2018-10:37:00;10
17578;3;28.09.2018-10:27:00;10
17579;0;10.08.2018-08:22:00;7
17579;1;14.08.2018-17:43:00;7
17579;2;05.09.2018-12:19:00;7
17579;3;28.09.2018-10:27:00;7
17580;0;14.08.2018-13:12:00;7
17580;2;21.08.2018-11:58:00;7
17580;1;22.08.2018-07:31:00;7
17580;9;22.08.2018-17:43:00;7
17580;3;13.09.2018-16:41:00;7
17581;0;31.07.2018-18:33:00;10
17581;21;01.08.2018-09:30:00;10
17581;1;10.08.2018-12:20:00;10
17581;2;13.08.2018-10:00:00;10
17581;9;27.09.2018-11:32:00;10
17581;3;01.11.2018-16:27:00;10
17582;0;29.05.2018-09:08:00;7
17582;1;08.06.2018-17:59:00;7
17582;2;15.06.2018-13:28:00;7
17582;3;28.06.2018-14:05:00;7
17583;0;29.01.2018-10:05:00;7
17583;1;02.02.2018-10:53:00;7
17583;2;12.03.2018-16:44:00;7
17583;3;26.04.2018-11:13:00;7
17584;0;28.03.2018-09:29:00;7
17584;1;10.04.2018-07:32:00;7
17584;2;06.06.2018-16:29:00;7
17584;3;28.06.2018-14:03:00;7
17585;0;08.02.2018-11:42:00;10
17585;1;21.02.2018-13:12:00;10
17585;2;10.03.2018-11:45:00;10
17585;3;26.04.2018-11:11:00;10
17586;28;03.10.2018-00:00:00;7
17586;0;03.10.2018-08:34:00;7
17586;1;14.11.2018-07:52:00;7
17586;1;23.11.2018-07:22:00;7
17586;2;31.12.2018-10:56:00;7
17586;7;10.01.2019-10:10:00;7
17586;2;10.01.2019-10:12:00;7
17587;0;17.04.2018-17:11:00;11
17587;21;17.04.2018-17:46:00;11
17587;1;01.05.2018-12:30:00;11
17587;2;08.05.2018-11:06:00;11
17587;3;28.06.2018-14:04:00;11
17588;0;12.10.2018-15:17:00;10
17588;1;24.10.2018-13:48:00;10
17589;0;06.11.2018-15:46:00;10
17589;1;22.11.2018-09:49:00;10
17589;2;28.12.2018-11:45:00;10
17590;0;24.07.2018-19:57:00;10
17590;2;13.08.2018-17:56:00;10
17590;9;21.08.2018-16:47:00;10
17590;3;28.09.2018-10:29:00;10
17591;0;12.02.2018-15:48:00;10
17591;1;20.02.2018-12:48:00;10
17591;2;04.05.2018-12:30:00;10
17591;9;16.05.2018-17:19:00;10
17591;3;24.05.2018-13:35:00;10
17592;0;08.08.2018-15:44:00;11
17592;1;21.08.2018-11:32:00;11
17593;0;19.06.2018-09:29:00;10
17593;1;27.06.2018-13:34:00;10
17593;2;10.07.2018-15:49:00;10
17593;3;28.09.2018-10:28:00;10
17594;0;05.12.2018-10:08:00;6
17594;1;12.12.2018-14:13:00;6
17594;6;12.12.2018-14:35:00;6
17594;1;12.12.2018-14:50:00;6
17595;0;24.08.2018-11:59:00;14
17595;1;03.10.2018-13:25:00;14
17595;2;30.10.2018-10:38:00;14
17595;17;11.12.2018-14:01:00;14
17595;8;11.12.2018-14:01:00;14
17595;1;11.12.2018-15:04:00;14
17595;3;13.12.2018-14:08:00;14
17596;0;12.02.2018-09:48:00;7
17596;2;08.03.2018-17:27:00;7
17596;9;20.03.2018-06:14:00;7
17596;3;29.03.2018-15:10:00;7
17597;0;27.09.2018-09:25:00;10
17597;21;27.09.2018-10:19:00;10
17597;1;24.10.2018-13:29:00;10
17597;2;26.10.2018-17:06:00;10
17597;9;21.12.2018-14:13:00;10
17597;3;03.01.2019-16:11:00;10
17598;0;11.07.2018-08:02:00;7
17598;1;12.07.2018-17:57:00;7
17598;2;18.09.2018-12:01:00;7
17598;3;20.09.2018-16:14:00;7
17599;28;13.09.2018-00:00:00;10
17599;0;13.09.2018-17:05:00;10
17599;1;16.10.2018-16:55:00;10
17599;2;14.11.2018-15:52:00;10
17599;3;07.12.2018-09:08:00;10
17600;1;06.03.2018-15:21:00;10
17600;2;10.03.2018-11:57:00;10
17600;3;28.06.2018-14:03:00;10
17601;0;27.06.2018-07:45:00;7
17601;1;03.07.2018-07:20:00;7
17601;2;24.07.2018-15:08:00;7
17601;3;23.08.2018-13:39:00;7
17601;1;15.10.2018-07:39:00;7
17601;2;12.11.2018-15:29:00;7
17601;7;22.11.2018-09:06:00;7
17601;2;26.11.2018-07:54:00;7
17601;3;29.11.2018-16:14:00;7
17601;3;07.12.2018-09:04:00;7
17602;0;02.01.2018-12:08:00;10
17602;17;12.01.2018-12:44:00;10
17602;1;08.02.2018-12:49:00;10
17602;2;16.02.2018-08:11:00;10
17602;3;09.05.2018-14:09:00;10
17603;28;09.10.2018-00:00:00;10
17603;0;09.10.2018-09:59:00;10
17603;21;09.10.2018-10:33:00;10
17603;1;26.10.2018-17:21:00;10
17603;2;30.10.2018-16:03:00;10
17603;3;10.01.2019-15:43:00;10
17604;0;12.04.2018-12:05:00;10
17604;1;08.05.2018-11:18:00;10
17605;28;10.10.2018-00:00:00;10
17605;0;10.10.2018-10:36:00;10
17605;1;23.10.2018-16:45:00;10
17605;1;31.10.2018-11:02:00;10
17606;0;22.06.2018-07:39:00;7
17606;14;22.06.2018-09:25:00;7
17606;1;28.06.2018-10:35:00;7
17606;2;29.08.2018-14:54:00;7
17606;3;30.08.2018-15:40:00;7
17607;28;14.12.2018-00:00:00;7
17607;0;14.12.2018-08:35:00;7
17607;1;17.12.2018-17:28:00;7
17608;0;21.02.2018-10:46:00;10
17608;1;07.03.2018-14:59:00;10
17608;2;10.03.2018-08:05:00;10
17608;9;12.03.2018-16:51:00;10
17608;3;05.07.2018-14:10:00;10
17609;1;30.01.2018-10:00:00;10
17609;3;24.05.2018-13:33:00;10
17610;0;18.04.2018-17:31:00;10
17610;2;10.05.2018-12:36:00;10
17610;3;26.07.2018-18:09:00;10
17611;0;14.06.2018-07:35:00;7
17611;15;14.06.2018-07:42:00;7
17612;0;06.08.2018-07:22:00;7
17612;1;09.08.2018-17:31:00;7
17612;2;30.08.2018-12:08:00;7
17612;3;28.09.2018-10:26:00;7
17613;0;11.10.2018-12:14:00;10
17613;1;24.10.2018-14:16:00;10
17613;2;29.10.2018-15:22:00;10
17613;9;01.11.2018-17:14:00;10
17613;3;07.12.2018-09:04:00;10
17614;28;18.11.2018-00:00:00;7
17614;0;19.11.2018-08:52:00;7
17614;1;21.11.2018-17:38:00;7
17615;28;09.11.2018-00:00:00;9
17615;0;09.11.2018-08:05:00;9
17615;1;15.11.2018-09:53:00;9
17615;2;20.12.2018-15:44:00;9
17615;9;24.12.2018-08:18:00;9
17615;7;02.01.2019-13:53:00;9
17615;3;02.01.2019-13:54:00;9
17615;2;04.01.2019-16:31:00;9
17615;9;07.01.2019-15:13:00;9
17615;3;10.01.2019-15:43:00;9
17616;0;14.05.2018-11:20:00;10
17616;1;24.05.2018-09:24:00;10
17616;2;29.05.2018-17:57:00;10
17616;3;05.07.2018-14:12:00;10
17617;0;15.02.2018-10:20:00;10
17617;1;05.03.2018-11:51:00;10
17617;2;06.03.2018-11:41:00;10
17617;9;20.03.2018-16:24:00;10
